message_text,scam_type,manipulation_type,keywords,scam_score,label,source_channel,language,target_audience,attack_vector,scam_stage,scam_intent
You are selected for Jio annual prize Rs.500. Registration required,lottery_scam,"reward,curiosity",prize,0.66,scam,SMS,english,general,information_theft,trust_building,financial_fraud
"Dear customer, your ICICI account credited with Rs.10000 on 8/8/2024",legitimate_message,none,none,0.02,legitimate,Email,english,general,none,none,none
Your Flipkart parcel is held at customs. Pay Rs.10000 duty: https://ow.ly/j1637,parcel_delivery_scam,urgency,"parcel,customs,duty,held",0.76,scam,SMS,english,online_shoppers,payment_request,payment_request,financial_fraud
Stock market expert tips - 1000% returns guaranteed. Subscribe: https://cutt.ly/k8739,investment_scam,reward,"returns,guaranteed",0.88,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Part-time job alert! Earn Rs.25000 daily from mobile. Join: https://short.link/h4968,job_scam,"urgency,reward","job,earn",0.73,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
SEBI registered investment plan. Triple your investment: https://short.link/d2817,investment_scam,reward,invest,0.75,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Google hiring for data entry - Rs.10000/month. Registration: https://rb.gy/x3115,job_scam,reward,hiring,0.56,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Your PNB KYC is expired. Update within 48hrs 2 continue services: https://rb.gy/p7673,bank_kyc_scam,"urgency,fear","KYC,update",0.88,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Meeting reminder: Team sync scheduled for 23/1/2024 at 16:30 PM,legitimate_message,none,reminder,0.24,legitimate,SMS,english,general,none,none,none
Your Netflix subscription renewed successfully. Amount: Rs.1000,legitimate_message,none,none,0.15,legitimate,SMS,english,general,none,none,none
IndusInd: .. Your .. account .. will .. be .. deactivated .. due .. to .. inpura .. kare .. KYC. .. Verify .. here: .. https://rb.gy/p1022,bank_kyc_scam,"authority,curiosity","KYC,verify,account,deactivated",0.91,scam,WhatsApp,english,general,impersonation,information_theft,identity_theft
Stock market expert tips - 1000% returns guaranteed. Subscribe: https://tinyurl.com/s9383,investment_scam,urgency,"returns,guaranteed",0.78,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
FINAL .. NOTICE: .. Kotak .. KYC .. baaki .. hai. .. Complete .. verification: .. https://bit.ly/p8053,bank_kyc_scam,"urgency,fear",KYC,0.83,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
PAN Card blocked by Income Tax Dept. Reactivate: https://tinyurl.com/g2368,government_impersonation,"urgency,fear,authority","Income Tax,PAN",0.85,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your Amazon delivery arriving today between 17:30 PM. Track: 509847438,legitimate_message,none,none,0.04,legitimate,SMS,english,online_shoppers,none,none,none
Your Infosys order 674453135 has been shipped and will arrive by 28/12/2024,legitimate_message,none,none,0.01,legitimate,SMS,english,online_shoppers,none,none,none
307063 is your verification code for Gmail. Never share this OTP.,otp_scam,social_engineering,"OTP,verification,share,code",0.79,scam,SMS,english,general,otp_request,account_takeover,account_takeover
LUCKY DRAW WINNER! Rs.100000 depositing in 24hrs. Confirm details: https://tinyurl.com/z4939,lottery_scam,"reward,social_engineering,curiosity","winner,lucky draw",0.88,scam,SMS,english,general,phishing_link,payment_request,steal_information
Amazon delivery pending. Update address to receive parcel: https://rb.gy/z5738,parcel_delivery_scam,curiosity,"parcel,delivery",0.67,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Tax refund of Rs.2500 approved. Enter bank details: https://rb.gy/r6606,refund_scam,"authority,reward,curiosity","refund,approved,bank details",0.66,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Govt. of India lottery winner!! You won Rs.10000 lakhs. Registration: https://cutt.ly/m7060 ✅,lottery_scam,reward,"winner,lottery,won",0.73,scam,WhatsApp,english,general,phishing_link,trust_building,steal_information
Reminder: Your SBI credit card payment of Rs.5000 due on 3/7/2024,legitimate_message,none,reminder,0.21,legitimate,SMS,english,general,none,none,none
GST refund of Rs.500 approved by govt. Claim now: https://tinyurl.com/l1440,refund_scam,"urgency,reward","refund,claim,approved",0.71,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Police Cyber Cell: Your number used in crime. Respond zarurily: +91-8417466037,government_impersonation,"fear,authority",Police,0.86,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your phone will be locked in 24 hours due to vairas. Fix now: https://rb.gy/r6459,tech_support_scam,"urgency,fear",virus,0.74,scam,SMS,english,general,impersonation,initial_contact,steal_information
Cryptocurrency investment - Rs.100000 daily labh. Limited slots: https://cutt.ly/i7094 🎉,investment_scam,urgency,"invest,profit",0.76,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Confirm OTP 879933 to stop unauthorized transaction of Rs.500000 ✅,otp_scam,"fear,social_engineering",OTP,0.8,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Your SBI ATM card will be blocked. Update KYC now: https://cutt.ly/m9299,bank_kyc_scam,"urgency,fear,authority","KYC,blocked,update",0.84,scam,SMS,english,general,impersonation,information_theft,identity_theft
SEBI regester kareed nivesh plan. Triple tumhara investment: https://cutt.ly/d2725,investment_scam,reward,invest,0.86,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Tax refund of Rs.50000 approved. Enter bank details: https://rb.gy/i2651,refund_scam,"authority,reward,curiosity","refund,approved,bank details",0.7,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Confirm OTP 680209 to stop unauthorized transaction of Rs.50000 ⚠️,otp_scam,"urgency,fear,social_engineering",OTP,0.77,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Your phone data being stolen. Microsoft support: Call +91-7845669156,tech_support_scam,"fear,social_engineering",none,0.77,scam,SMS,english,general,impersonation,initial_contact,steal_information
Govt. of India: You are eligible for PM subsidy Rs.500. Apply: https://rb.gy/t6136,government_impersonation,authority,Govt,0.91,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Police Cyber Cell: Your number used in crime. Respond urgently: +91-8035593224,government_impersonation,"urgency,fear,authority",Police,0.88,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Reminder: Your IDBI credit card payment of Rs.100000 due on 17/8/2024,legitimate_message,none,reminder,0.01,legitimate,SMS,english,general,none,none,none
WINNER ALERT: Your number won Rs.500000 crores in lottery. Claim code: WIN7623,lottery_scam,"reward,curiosity","winner,lottery,won,claim",0.79,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Parcel delivery failed. Reschedule by paying Rs.50000 charges: https://ow.ly/h3007,parcel_delivery_scam,curiosity,"parcel,delivery",0.62,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
WhatsApp kaam opportunity - Rs.100000/day. Limited seats: https://tinyurl.com/d6407 ✅,job_scam,reward,job,0.68,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
CONGRATULATIONS! You won Rs.10000 in KBC lottery. Claim: https://bit.ly/b2435,lottery_scam,reward,"lottery,congratulations,won,claim",0.86,scam,SMS,english,general,phishing_link,trust_building,steal_information
IDBI ALERT: ur account requires KYC updatte Update now at https://bit.ly/s7010 or face penalties,bank_kyc_scam,"urgency,authority","KYC,update,account",0.91,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"Dear Sir/Madam, As per RBI guidelines, update your PNB KYC details: https://short.link/s2119",bank_kyc_scam,"authority,curiosity","KYC,update,RBI",0.87,scam,Email,english,elderly,impersonation,initial_contact,identity_theft
URGENT: .. Bitcoin .. trading .. me .. invest .. karo .. 400% .. profit .. pakka .. hai: .. https://bit.ly/x7032,investment_scam,urgency,"invest,profit",0.87,scam,WhatsApp,hinglish,investors,phishing_link,initial_contact,steal_information
WARNING: 47 malware detected. Install security patch: https://short.link/j1661,tech_support_scam,fear,"security,malware",0.63,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Government .. approved .. scheme .. - .. Double .. your .. money .. in .. 6 .. months: .. https://cutt.ly/h1964 .. 🚨,investment_scam,"authority,reward",none,0.75,scam,WhatsApp,english,investors,phishing_link,initial_contact,financial_fraud
Apple Security: Your iCloud hacked. Immediate action required: https://tinyurl.com/n4957,tech_support_scam,"urgency,fear","hacked,security",0.81,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your phone data being stolen. Microsoft support: Call +91-9699356129,tech_support_scam,"fear,social_engineering",none,0.69,scam,SMS,english,general,impersonation,initial_contact,steal_information
CONGRATULATIONS! You won iPhone 15 + Rs.10000 cash. Claim: https://short.link/x3010,lottery_scam,"reward,curiosity","congratulations,won,claim",0.73,scam,SMS,english,general,phishing_link,trust_building,steal_information
Apple Security: aapka iCloud hacked. Immediate action required: https://tinyurl.com/f5753 ⚠️,tech_support_scam,"urgency,fear","hacked,security",0.76,scam,WhatsApp,hinglish,general,impersonation,initial_contact,steal_information
Ayushman Bharat: You are eligible for Rs.10000 health benefit: https://bit.ly/j3504,government_impersonation,fear,none,0.91,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Work from home - earn Rs.500/month. Simple data entry. Register: https://ow.ly/i9352,job_scam,"urgency,reward","work from home,earn",0.79,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
CONGRATULATIONS! You won Rs.1000 in KBC lottery. Claim: https://bit.ly/h1566,lottery_scam,reward,"lottery,congratulations,won,claim",0.67,scam,SMS,english,general,phishing_link,trust_building,steal_information
Apple Security: Your iCloud hacked. Immediate action required: https://bit.ly/y8186,tech_support_scam,"urgency,fear","hacked,security",0.72,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your appointment with Dr. Kumar confirmed for 19/10/2024 at 17:30 PM,legitimate_message,none,confirmed,0.1,legitimate,SMS,english,general,none,none,none
You won Rs.50000 in PhonePe lucky draw. Receive via UPI: https://cutt.ly/t8901,upi_payment_scam,"urgency,reward","UPI,Rs",0.65,scam,SMS,english,general,payment_request,trust_building,financial_fraud
PAN Card blocked by Income Tax Dept. Reactivate: https://bit.ly/v9354,government_impersonation,"urgency,fear,authority","Income Tax,PAN",0.86,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"Dear customer, your ICICI account credited with Rs.5000 on 16/7/2024",legitimate_message,none,none,0.04,legitimate,Email,english,general,none,none,none
CRITICAL: .. Your .. device .. compromised. .. Google .. security .. alert: .. https://bit.ly/v8243 .. 💰,tech_support_scam,fear,"security,alert",0.61,scam,WhatsApp,english,general,impersonation,initial_contact,steal_information
ALERT: Suspicious activity on ur device. Contact support: +91-8199492398,tech_support_scam,"urgency,social_engineering",alert,0.75,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your .. phone .. data .. being .. stolen. .. Microsoft .. support: .. Call .. +91-7483228374 .. ✅,tech_support_scam,"urgency,social_engineering",none,0.79,scam,WhatsApp,english,general,impersonation,initial_contact,steal_information
India Post: Your package AWB413186234 held. Clear customs fee: https://tinyurl.com/t5168,parcel_delivery_scam,urgency,"customs,package,held",0.74,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
REFUND ALERT: Rs.2500 from TCS ready. Verify account: https://bit.ly/p3127,refund_scam,"urgency,reward,curiosity",refund,0.69,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
URGENT: Airtel hiring for home-based jobs. No experience needed: https://short.link/p4170,job_scam,urgency,"job,hiring",0.77,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
VIRUS ALERT: Your phone is infected. Clean now: https://bit.ly/g5883,tech_support_scam,urgency,"virus,alert,infected",0.72,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Your phone data being stolen. Microsoft support: Call +91-7132831328,tech_support_scam,"fear,social_engineering",none,0.81,scam,SMS,english,general,impersonation,initial_contact,steal_information
Stock market expert tips - 1000% returns guaranteed. Subscribe: https://short.link/o4315,investment_scam,reward,"returns,guaranteed",0.67,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
WARNING: 36 malware detected. Install securiti patch: https://cutt.ly/a5934 ✅,tech_support_scam,urgency,"security,malware",0.69,scam,WhatsApp,english,general,malware_link,initial_contact,spread_malware
Double payment detected. Refund Rs.5000 initiated. Confirm: https://ow.ly/c7107,refund_scam,"reward,social_engineering",refund,0.83,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
TCS .. owes .. you .. Rs.1000 .. vapasi. .. Last .. day .. to .. claim: .. https://bit.ly/o8460,refund_scam,reward,"refund,claim",0.79,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Your Flipkart parcel is held at cus2ms. Pay Rs.1000 duty: https://cutt.ly/q6399,parcel_delivery_scam,urgency,"parcel,customs,duty,held",0.62,scam,SMS,english,online_shoppers,payment_request,payment_request,financial_fraud
Your number is selected in TCS mega lottery Rs.100000 crores!! 🚨,lottery_scam,reward,lottery,0.86,scam,WhatsApp,english,general,information_theft,trust_building,financial_fraud
